ID,Date,DBA,Address,Latitude,Longitude,FacilityType,InspType,Risk,Results,Violations
2365284,03/05/2020,DON PEPE CARNES EN SU JUGO,3616 W 26TH ST,41.844483527070835,-87.71558453559561,Restaurant,Canvass,Risk 1 (High),Pass w/ Conditions,"5. PROCEDURES FOR RESPONDING TO VOMITING AND DIARRHEAL EVENTS - Comments: 2-501.11 OBSERVED NO ADEQUATE SUPPLIES ON SITE TO PROPERLY RESPOND TO VOMIT AND DIARRHEA EVENTS THAT CAN POTENTIALLY OCCUR INSIDE OF THE FACILITY. INSTRUCTED TO PROVIDE. PRIORITY FOUNDATION 7-38-005. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: 6-301.14 OBSERVED HAND WASHING SIGNS ARE NEEDED INSIDE OF THE TOILET ROOMS AND BY THE HAND WASHING SINK IN THE FRONT DRINK PREP AREA. INSTRUCTED TO PROVIDE. | 16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-602.11(B-E) OBSERVED COOKING EQUIPMENT WITH ACCUMULATED FOOD AND GREASE DEBRIS. OBSERVED THE INTERIOR OF THE ICE MACHINE WITH A BROWNISH SUBSTANCE. INSTRUCTED TO CLEAN AND SANITIZE. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: 3-603.11 OBSERVED NO CONSUMER ADVISORY POSTED NOR A  DISCLOSURE FOR ALL ITEMS THAT CAN BE ORDERED UNDERCOOKED OR RAW (EGGS). INSTRUCTED TO PROVIDE A DISCLOSURE FOR ALL ITEMS THAT CAN BE ORDERED UNDERCOOKED OR RAW. PRIORITY FOUNDATION 7-38-005. | 48. WAREWASHING FACILITIES: INSTALLED, MAINTAINED & USED; TEST STRIPS - Comments: 4-603.15 OBSERVED POTS TOO LARGE TO BE FULLY SUBMERGED IN THE 3 COMPARTMENT SINKS. INSTRUCTED TO REMOVE LARGE POTS OR INSTALL A LARGER 3 COMPARTMENT SINK THAT FITS THE LARGE EQUIPMENT OR PROVIDE A WRITTEN PROCEDURE FOR WASHING RINSING AND SANITIZING LARGE EQUIPMENT. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) OBSERVED THE LOWER SHELVES OF THE PREP TABLES RUSTY AND WITH ACCUMULATED DEBRIS. INSTRUCTED TO REMOVE RUST AND ACCUMULATED DEBRIS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: 5-204.12 UNABLE TO LOCATE THE BACK FLOW PREVENTION DEVICE ON THE ICE MACHINE LOCATED IN THE FRONT DRINK PREP AREA. INSTRUCTED TO LOCATE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: 5-501.17 OBSERVED NO CLOSED RECEPTACLE INSIDE OF THE WOMEN'S TOILET ROOM. INSTRUCTED TO PROVIDE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 OBSERVED THE WALLS IN THE DISH AREA NOT SMOOTH AND EASILY CLEANABLE. INSTRUCTED TO MAKE ALL SURFACES SMOOTH AND EASILY CLEANABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.12 OBSERVED FLOORS THRU OUT THE FOOD PREP AREA, DISH WASHING AREA AND IN THE BASEMENT PREP AREA WITH ACCUMULATED DEBRIS. INSTRUCTED TO CLEAN ALL."
2365368,03/06/2020,ABC  ACADEMY INC,2714 W PRATT BLVD,42.004993924737526,-87.69795793241062,Daycare (2 - 6 Years),Canvass,Risk 1 (High),Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: CLUTTER IN THE 2ND FLOOR STORAGE ROOM, AND THE REAR CLASSROOMS INSTRUCTED TO ELEVATE ITEMS STORED ON THE FLOOR. ORGANIZE THE AREA AND CLEAN AND MAINTAIN."
2365249,03/04/2020,LANS,1507 N SEDGWICK ST,41.9094789093631,-87.63839445280031,Restaurant,Complaint,Risk 1 (High),Fail,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN POSTED NEAR HAND WASHING SINK IN FOOD PREPARATION AREA. MUST PROVIDE AND MAINTAIN. | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: OBSERVED WIPING CLOTHS STORED ON TOP OF PREP TABLES. MUST PROPERLY STORE WIPING CLOTHS IN A SANITIZING SOLUTION WHEN NOT USE. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED ICE SCOOPS STORED ON TOP OF ICE BIN LOCATED IN FRONT STATION AREA. MUST PROPERLY STORE ICE SCOOPS IN A CLEAN CONTAINER TO PREVENT CONTAMINATION. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED RUSTY STORAGE SHELVING IN REAR PREP AREA. MUST REPAINT OR REPLACE SHELVING. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED LEAKING FAUCET BASE AT THE 2-COMPARTMENT SINK LOCATED IN REAR PREP AREA. MUST REPAIR AND MAINTAIN. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: OBSERVED EXCESSIVE SEWAGE AND WASTE WATER BACKING UP FROM FLOOR DRAIN IN KITCHEN FOOD PREP AREA WHEN WATER IS TURN ON FROM EXPOSED HAND WASHING LOCATED IN IN THE KITCHEN. NOTED STRONG  SEWAGE SMELL COMING FROM FLOOR DRAIN. INSTRUCTED TO REPAIR AND MAINTAIN. PRIORITY VIOLATION 7-38-030(C) CITATION ISSUED A.C.E. ALL CITY ENVIRONMENTAL SERVICE INC ON SITE. PLUMBING PROBLEM HAS BEEN CORRECTED DURING INSPECTION. INSTRUCTED TO CLEAN AND SANITIZE AREA. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED OUTSIDE GREASE CONTAINERS NOT MAINTAINED FOUND TO HAVE GREASE ENCRUSTED ON TOP LIP LIDS, SIDES AND GROUND SURROUNDING CONTAINERS. THIS IS A FOOD SOURCE FOR RODENTS AND OTHER PEST. INSTRUCTED TO CLEAN CONTAINERS AND MAINTAIN GREASE CONTAINERS CLEAN AT ALL TIMES. PRIORITY FOUNDATION VIOLATION 7-38-020(B) CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRT AND DEBRIS BUILD UP ON FLOOR ALONG WALLBASE AND CORNERS THROUGHOUT KITCHEN FOOD PREP AREA.MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED AN EXCESSIVE AMOUNT OF JUNK, MATERIALS AND GARBAGE AND UNUSED ITEMS IN THE BACK YARD BEHIND THE RESTAURANT SUCH AS TIRES BUCKETS, UNUSED COOLERS, TABLES, CARDBOARD BOXES CONSTRUCTION MATERIALS.FOR RODENTS. MANAGEMENT INSTRUCTED TO REMOVE CLEAN AND MAINTAIN AREA TO PREVENT RODENT HARBORAGE."
2365400,03/06/2020,HALAL BURGER,6234 N CALIFORNIA AVE,41.99501027704687,-87.69969962161599,Restaurant,Suspected Food Poisoning,Risk 1 (High),Pass w/ Conditions,"22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED IMPROPER TEMPERATURE OF TCS FOODS SUCH CHICKEN WINGS 52 F, CHICKEN BREAST 51F , EGGS 12 PCS 50F ,BEEF HOTDOGS 50.5, BEEF TURKEY 50.5 , SLICED TOMATOES 51F .PRODUCT WAS DISCARDED BY MANAGER.MUST HAVE COLD HOLDING FOODS AT 41.0F OR BELOW. (PRIORITY 7-38-005) CITATION ISSUED | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY TO EAT, TEMPERATURE CONTROL FOR SAFETY FOODS (CHICKEN, SLICED TOMATOES, BEEF BACON)NOT PROPERLY DATED , STORED LONGER THAN 24 HOURS IN COOLERS. INSTRUCTED TO PROVIDE PROPER DATE MARKING WITH DISPOSITION DATE FOR RTE FOODS PREPARED ON SITE AND HELD OVER 24 HOURS IN COLD HOLDING UNIT. PRIORITY FOUNDATION VIOLATION. NO CITATION ISSUED. 7-38-005 | 33. PROPER COOLING METHODS USED; ADEQUATE EQUIPMENT FOR TEMPERATURE CONTROL - Comments: OBSERVED IMPROPER TEMPERATURE OF REFRIGERATOR AT 50.5F WITH TCS FOODS STORED INSIDE FOR SALE.A HELD FOR INSPECTION TAG HAS BEEN PLACED ON UNIT.ONCE REPAIRED,FAX OR EMAIL TO CDPH. MUST HAVE COLD HOLDING FOODS AT 41.0F OR BELOW.(PRIORITY 7-38-005)CITATION ISSUED | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: NOTED NO THERMOMETERS INSIDE REFRIGERATION UNIT CONSPICUOUSLY POSTED TO MONITOR THE AMBIENT TEMPERATURE OF EQUIPMENT. INSTRUCTED TO EQUIP ALL REFRIGERATION UNITS WITH ACCURATE AND WORKING THERMOMETERS | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED SEVERAL FOOD ITEMS (CHICKEN NUGGETS, CHICKEN TENDERS) TO BE STORED IN FREEZER WITH OUT PROPER FOOD COVERAGE . MUST PROVIDE AND MAINTAIN | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED TORN RUBBER GASKET ON DOOR TO REACH IN COOLER IN REAR STORAGE AREA COOLER. INSTRUCTED TO REPAIR AND/OR REPLACE AND MAINTAIN | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: NOTED ASSORTED FOOD ITEMS INSIDE COOLERS AND REFRIGERATION UNITS FOOD STORED INSIDE GROCERY BAGS. INSTRUCTED TO PROPERLY STORE ALL FOOD ITEMS INSIDE APPROVED FOOD GRADE CONTAINERS. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: CUTTING BOARDS WITH OPEN SEAMS AND DARK STAINS. MUST REFINISH OR REPLACE DAMAGED OR STAINED CUTTING BOARDS | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THAT INTERIOR SEVERAL COOLING UNITS ARE DIRTY AND COVERED WITH FOOD DEBRIS. MUST CLEAN AND MAINTAIN CLEAN | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED THAT OUTSIDE TRASH CONTAINER AND GREASE CONTAINER ARE DIRTY AND AREA AROUND COVERED WITH GREASE. MUST CLEAN AND MAINTAIN CLEAN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRTY AND STAINED CEILING TILES OVER DRY STORAGE RACK. MUST CLEAN AND MAINTAIN CLEAN"
2363209,03/04/2020,PARK  PLAZA RETIREMENT CENTER,6840 N SACRAMENTO AVE,42.00599079054638,-87.70472572459504,Restaurant,Canvass Re-Inspection,Risk 1 (High),Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11- WALLS BY THE DISH MACHINE NOT CLEAN, WITH BLACK COLOR ON THE SURFACES. INSTRUCTED TO CLEAN AND RE PAINT AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: 4-202.18- VENTILATION HOOD ABOVE THE DISH MACHINE WITH DUST BUILD-UP. MUST CLEAN AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: 2-102.13- THREE EMPLOYEES WITH EXPIRED FOOD HANDLER TRAINING CERTIFICATE. MUST OBTAIN FOOD HANDLER TRAINING CERTIFICATE."
2365337,03/05/2020,HOT WOKS COOL SUSHI,300 W ADAMS ST,41.87947785944255,-87.63531102568936,Restaurant,Canvass Re-Inspection,Risk 1 (High),Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED FOOD CONTAINERS HOLDING COOKED RICE, COOKED CHICKEN, AND BUCKETS FILLED WITH HARD BOILED EGGS STORED ON FLOOR THROUGHOUT PREP AREA AND WALK IN COOLERS. MUST PROVIDE PROPER RAISED SHELVING TO STORE FOOD CONTAINERS 6 INCHES OFF FLOOR. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED ICE BUILD UP INSIDE THE WALK IN FREEZER FLOOR, SHELVING UNITS AND ON TOP OF BOXES. INSTRUCTED TO REPAIR AND MAINTAIN CONDENSATION UNITS."
2363204,03/04/2020,ACERO ROBERTO CLEMENTE ELEMENTARY SCHOOL,2050 N NATCHEZ AVE,41.91793654463187,-87.78786686289972,School,Canvass Re-Inspection,Risk 1 (High),Pass,NA
2365426,03/06/2020,STARBUCKS,11601 W TOUHY AVE,42.008536400868735,-87.91442843927047,Restaurant,Canvass,Risk 2 (Medium),Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: FOUND NO VISIBLE THERMOMETER INSIDE 2 DOOR MILK COOLER.MUST PROVIDE AND MAINTAIN VISIBLE THERMOMETER IN COOLER. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: BACK FLOW PREVENTION DEVICE NOT LOCATED AT ESPRESSO COFFEE UNIT,COFFEE BREWING DISPENSING UNIT SHOWED MANAGER. MUST INSTALL SO BACK FLOW PREVENTION DEVICES MAY BE LOCATED TO BE SERVICED AND MAINTAINED. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: FOUND MISSING LIGHT BULB INSIDE THE 2 DOOR STAND UP COOLER ACROSS FROM PASTRY DISPLAY CASE SHOWED MANAGER.MUST PROVIDE AND MAINTAIN ADEQUATE LIGHTING."
2365230,03/03/2020,EXQUISITE CATERING & EVENTS LLC,756 E 111TH ST,41.69297593328423,-87.60266451724692,Restaurant,Canvass,Risk 1 (High),Out of Business,NA
2363128,03/03/2020,LYFE KITCHEN,413-419 N CLARK ST,41.88959046922308,-87.6309228883066,Restaurant,Canvass,Risk 1 (High),Pass,"55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED A BUILD UP OF DUST AND DIRT ON FANS IN CEILING OF WALK IN COOLER. INSTRUCTED TO CLEAN AND MAINTAIN."
2365271,03/04/2020,DOLLAR TREE STORE #7227,7901 S WESTERN AVE,41.75006036273525,-87.6826991273179,Grocery Store,Complaint Re-Inspection,Risk 3 (Low),Fail,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Inspector Comments: Violation Codes: 4-601.11(C) Inspector Comments: MUST CLEAN DEBRIS BUILD UP ON ALL DISPLAY SHELVES,DRINK COOLERS,REACH IN COOLERS AND FREEZER,CASHIER STATION. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Inspector Comments: Violation Codes: 6-501.114 Inspector Comments: MUST ELEVATE,REMOVE AND ORGANIZE MASSIVE AMOUNT OF BOXES OFF OF FLOOR AND AWAY FROM WALLS THROUGHOUT REAR STORAGE AREAS . | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: Inspector Comments: Violation Codes: 6-501.13 Inspector Comments: MUST CLEAN DEBRIS BUILD UP FROM FLOOR UNDER AND AROUND ALL DISPLAY SHELVES ON SALES FLOOR,REAR STORAGE AREA AND MOP SINK CLOSET,WALK IN COOLER AND FREEZER. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: STILL OBSERVING EVIDENCE OF APPX. 100 OR MORE MICE DROPPINGS ON AND UNDER DISPLAY SHELVES ON SALES FLOOR,CASHIER BOOTHS,REAR STORAGE AREAS ON PIPES AND ON FLOOR NEAR HELIUM TANKS, ALONG WALL BASES AND BEHIND ARTICLES  AND ON TOP OF CAN FOOD ITEMS,PARTY GOODS PLATES.MUST REMOVE DROPPINGS.CLEAN AND SANITIZE AREAS.MUST HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 3/4/20."
2365250,03/04/2020,THOMAS COFFEE SHOP,1657 E 87TH ST,41.73684226984659,-87.5829466262428,Restaurant,Complaint,Risk 1 (High),Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED PEST ACTIVITY WITH APPROX. 60+ RODENT DROPPINGS NOTED DURING INSPECTION. RODENT DROPPINGS WERE NOTED BEHIND REACH IN DEEP FREEZER STORAGE AREA, ON FLOOR NEAR SPICE RACK CLOSEST TO THE WALK-IN COOLER, AND IN REAR DRY STORAGE ROOM UNDER SHELVING UNITS. INSTRUCTED TO CONSULT PEST CONTROL AS ADDITIONAL SERVICES ARE NEEDED TO MINIMIZE OR ELIMINATE ACTIVITY PRIOR TO RE-INSPECTION.  PRIORITY FOUNDATION VIOLATION #7-38-020(A). CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: NOTED FOOD CONTAINERS STORED IN WALK-IN COOLER AND REACH IN PREP COOLERS WITHOUT LIDS. INSTRUCTED TO PROVIDE LIDS TO AVOID CONTAMINATION. | 40. PERSONAL CLEANLINESS - Comments: OBSERVED FOOD HANDLERS PREPPING FOOD WITHOUT HAIR RESTRAINTS IN FRONT COFFEE PREP AREA. INSTRUCTED PERSON IN CHARGE THAT ALL FOOD HANDLERS MUST WEAR A HAIR RESTRAINT. | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: OBSERVED SCOOPS FOR ICE MACHINE AND IN-USE FOOD CONTAINERS (POTATOES) BEING STORED DIRECTLY INSIDE OF THE CONTAINER. INSTRUCTED TO PROPERLY STORE ALL UTENSILS BETWEEN USE. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED FOOD CONTAINERS STORED ON THE FLOOR IN THROUGHOUT THE PREP, STORAGE AREAS AND WALK-IN COOLER. MUST REMOVE AND PROVIDE SHELVING THAT IS 6' OFF THE FLOOR AND PROVIDES FLOOR ACCESSIBILITY TO ENSURE ADEQUATE FACILITY CLEANING. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: NOTED UNFINISHED CONCRETE FLOORS IN THE PREP AREAS. INSTRUCTED PERSON IN CHARGE THAT FLOORS EXCEPT IN DRY STORAGE AREA SHALL BE FINISHED AND SEALED TO PROVIDE A SMOOTH, NONABSORBENT AND EASILY CLEANABLE SURFACE. INSTRUCTED TO SEAL UNFINISHED FLOORS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED A MISSING LIGHT SHIELD IN BOTH WASHROOM CEILING LIGHT FIXTURES. INSTRUCTED TO PROVIDE AND MAINTAIN AT ALL TIMES. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED ONE CERTIFIED FOOD MANAGER WITH ALLERGEN TRAINING (YOONJOO KWON). PERSON IN CHARGE HAS NOT COMPLETED TRAINING. INSTRUCTED ANY PERSONS WITH THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE TO COMPLY WITH COMPLETION OF TRAINING. MUST PROVIDE DOCUMENTATION."
2365317,03/05/2020,BLACKWOOD BBQ,211 W ADAMS ST,41.879272838776735,-87.63410319837826,Restaurant,Canvass Re-Inspection,Risk 1 (High),Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED EXCESSIVE SPILLS (POP AND JUICE) INSIDE BEVERAGE STATION CABINETS. INSTRUCTED TO CLEAN SANITIZE AND MAINTAIN TO PREVENT PEST BREEDING IN SAID AREA. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED POOLING WATER UNDER NEATH FRONT PREP AREA STEAM TABLES ON FLOOR DURING TIME OF INSPECTION. INSTRUCTED TO REMOVE TO MAINTAIN FREE OF PUDDLES OF WATER TO PREVENT SMALL FLY ACTIVITY."
2363121,03/03/2020,HLCDC DEVELOPMENT #2,4650 W MADISON ST,41.88064378804554,-87.7421719266432,Children's Services Facility,Canvass,Risk 1 (High),Pass w/ Conditions,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: FACILITY DID NOT PROVIDE A VALID CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE FOR EMPLOYEES WORKING ON SITE. INFORMED DIRECTOR THAT ONCE OPENED, A CERTIFIED MANAGER WITH A CURRENT CITY OF CHICAGO CERTIFICATE MUST BE ON PREMISES AT ALL TIMES WHEN TIME AND TEMPERATURE CONTROL FOR SAFETY(TCS) FOODS ARE BEING PREPARED, HANDLED AND/OR SERVED. MILK AND OATMEL WAS BEING SERVED AT THE TIME OF INSPECTION. PRIORITY FOUNDATION VIOLATION #7-38-012. CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HAND WASHING SIGN AT THE HAND SINK IN THE PEACHTREE CLASSROOM. INSTRUCTED TO PROVIDE A HAND WASHING SIGN AT ALL HAND SINKS ON PREMISE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED EXCESS CLUTTER AND UNNECESSARY ARTICLES STORED IN AQUA CLASSROOM. MUST REMOVE ALL UNNECESSARY ARTICLES, CLEAN ALL CLUTTER, ORGANIZE, AND MAINTAIN AREAS AT ALL TIMES."
2365383,03/06/2020,JEWEL FOOD  STORE # 3345,1224 S WABASH AVE,41.86672435405559,-87.62596114837754,Grocery Store,Complaint,Risk 1 (High),Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN INTERIOR AND EXTERIOR SURFACES OF EQUIPMENT IN PREP AREAS WHERE NEEDED AND MAINTAIN IN DELI, BAKERY, BUTCHER, SEAFOOD AND PRODUCE PREP AREAS. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED A LEAK FROM THE PIPE UNDER THE EXPOSED HANDSINK IN THE SEAFOOD AREA; REPAIR LEAK FROM PIPE. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: INSTRUCTED TO CLEAN TOILETS, SINKS AND FLOORS WHERE NEEDED IN WASHROOMS AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: MUST ORGANIZE AND MAINTAIN ALL STORAGE AREAS; REMOVE UNNECESSARY ITEMS TO AVIOD CLUTTER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS UNDER AROUND AND BEHIND VARIOUS STORE EQUIPMENT IN PREP AREAS AND STORAGE AREAS IN NEED OF CLEANING.  ALSO CLEANING OF FLOORS NEEDED IN WALK-IN UNITS AND FREEZERS.  SOME FAN COVERS IN THE WALK-IN COOLERS NEED CLEANING TO REMOVE DUST OBSERVED ON COVERS; CLEAN AND MAINTAIN. OBSERVED SOME CEILING VENTS ON SELLING FLOOR WITH DUST; CLEAN VENTS WHERE NEEDED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED SOME WATER STAINED CEILING TILES ON THE SECOND FLOOR; REPLACE TILE WHERE NEEDED."
2365403,03/06/2020,HAROLD'S OF CHICAGO,7348 S STONY ISLAND AVE,41.760948456691715,-87.58634092010269,Restaurant,Complaint,Risk 1 (High),Fail,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO EMPLOYEE HEALTH POLICY ON SITE. INSTRUCTED TO PROVIDE AN EMPLOYEE HEALTH POLICY THAT INCLUDES A SIGNED ACKNOWLEDGEMENT FROM EACH EMPLOYEE. PRIORITY FOUNDATION 7-38-010 CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PAPER TOWELS OR SANITARY HAND DRYING DEVICES AT HAND WASHING SINK IN WASHROOM. INSTRUCTED MANAGER TO PROVIDE FOR PROPER HAND DRYING. PRIORITY FOUNDATION 7-38-030(C) CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED OVER 50 MICE DROPPINGS SCATTERED ON SHELVES IN WALK-IN STORAGE AREA, LIVE ROACH CRAWLING ON PALLET IN REAR POP STORAGE AREA. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS. PRIORITY FOUNDATION 7-38-020(A) CITATION ISSUED | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED BOXES OF CHICKEN AND FRIES STORED ON FLOOR IN PREP AREA. INSTRUCTED MANAGER TO ELEVATE ALL STOCK SIX INCHES OFF FLOOR. OBSERVED NO COVER FOR SALT AND PEPPER BULK CONTAINER ON PREP TABLE. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE BUILDUP INSIDE FRYER CABINETS IN PREP AND STORAGE AREAS, FLOUR DEBRIS ON SHELVING UNITS IN REAR STORAGE AREA, FOOD DEBRIS, SPILLAGE, BLACK SMUDGES ON COOLERS AND BULK CONTAINERS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED UNUSED EQUIPMENT AND ARTICLES INSIDE WALK-IN STORAGE. INSTRUCTED MANAGER TO REMOVE ALL UNNECESSARY ITEMS TO PREVENT PEST HARBORAGE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STAINED AND MISSING CEILING TILES IN PREP, STORAGE, AND DISH WASHING  AREAS. OBSERVED DAMAGED OUTLET COVERS IN PREP AREA. INSTRUCTED MANAGER TO REPLACE AND MAINTAIN. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION NOT CORRECTED FROM REPORT #2282722 ON 4-5-19:58-OBSERVED THE CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER WITHOUT THE REQUIRED ALLERGEN TRAINING. INSTRUCTED TO MEET REQUIREMENT. PRIORITY FOUNDATION 7-42-090 CITATION ISSUED"
